,Concurso,Numeros,Ganhadores
1289,818,"[4, 5, 6, 8, 10, 11, 13, 14, 16, 19, 20, 22, 23, 24, 25]",1
1290,817,"[1, 2, 3, 4, 5, 8, 10, 11, 12, 17, 18, 20, 23, 24, 25]",2
1291,816,"[2, 3, 5, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 23, 25]",7
1292,815,"[6, 7, 8, 10, 11, 14, 15, 17, 18, 20, 21, 22, 23, 24, 25]",4
1293,814,"[3, 4, 8, 10, 11, 12, 13, 14, 17, 19, 20, 21, 22, 23, 24]",4
1294,813,"[1, 3, 4, 5, 6, 7, 8, 10, 12, 16, 19, 21, 23, 24, 25]",6
1295,812,"[1, 3, 5, 7, 8, 11, 14, 17, 18, 19, 20, 21, 23, 24, 25]",0
1296,811,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 17, 19, 20, 22]",6
1297,810,"[1, 3, 6, 7, 9, 11, 12, 15, 16, 17, 18, 21, 22, 23, 24]",3
1298,809,"[1, 2, 4, 5, 7, 9, 13, 16, 18, 19, 21, 22, 23, 24, 25]",4
1299,808,"[4, 6, 7, 10, 11, 12, 14, 16, 17, 18, 20, 21, 22, 24, 25]",2
1300,807,"[2, 3, 4, 5, 7, 8, 10, 11, 13, 18, 19, 21, 22, 24, 25]",3
1301,806,"[2, 3, 4, 5, 7, 8, 10, 11, 13, 18, 19, 21, 22, 24, 25]",3
1302,805,"[1, 2, 3, 5, 6, 7, 8, 10, 14, 15, 16, 19, 20, 24, 25]",4
1303,804,"[1, 3, 4, 5, 6, 7, 8, 13, 15, 17, 18, 20, 21, 23, 24]",2
1304,803,"[1, 4, 5, 12, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25]",2
1305,802,"[1, 3, 4, 5, 8, 9, 10, 12, 13, 14, 18, 20, 21, 22, 25]",5
1306,801,"[1, 3, 4, 5, 6, 7, 10, 12, 15, 17, 18, 19, 21, 23, 25]",4
1307,800,"[3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 16, 20, 21, 22, 24]",14
1308,799,"[3, 4, 6, 8, 11, 13, 14, 15, 16, 19, 21, 22, 23, 24, 25]",6
1309,798,"[1, 3, 5, 6, 8, 10, 11, 13, 15, 16, 18, 19, 22, 23, 24]",94
1310,797,"[2, 3, 5, 6, 7, 8, 11, 15, 17, 18, 19, 20, 21, 24, 25]",2
1311,796,"[2, 3, 4, 6, 7, 8, 10, 11, 14, 16, 17, 18, 20, 21, 24]",7
1312,795,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 14, 16, 21, 22, 24]",3
1313,794,"[1, 2, 3, 4, 5, 6, 8, 9, 11, 14, 15, 20, 23, 24, 25]",1
1314,793,"[2, 4, 5, 7, 9, 11, 12, 14, 16, 17, 18, 20, 21, 23, 25]",22
1315,792,"[1, 2, 3, 6, 8, 9, 10, 12, 14, 18, 19, 20, 21, 23, 25]",7
1316,791,"[1, 2, 3, 5, 6, 7, 8, 10, 11, 13, 14, 21, 22, 23, 25]",3
1317,790,"[3, 6, 7, 8, 10, 12, 13, 16, 18, 19, 20, 22, 23, 24, 25]",3
1318,789,"[2, 3, 4, 8, 10, 11, 12, 14, 15, 16, 18, 19, 21, 22, 24]",7
1319,788,"[1, 3, 4, 8, 9, 10, 11, 12, 16, 19, 21, 22, 23, 24, 25]",5
1320,787,"[1, 4, 5, 8, 9, 10, 11, 12, 13, 14, 16, 17, 19, 20, 23]",6
1321,786,"[2, 4, 5, 6, 8, 10, 11, 12, 13, 15, 17, 21, 23, 24, 25]",5
1322,785,"[1, 2, 4, 6, 7, 10, 11, 12, 13, 15, 16, 17, 19, 21, 23]",5
1323,784,"[1, 2, 3, 4, 7, 11, 12, 13, 15, 18, 20, 21, 22, 23, 25]",4
1324,783,"[1, 2, 5, 6, 7, 8, 11, 13, 15, 16, 19, 20, 21, 22, 24]",8
1325,782,"[5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",30
1326,781,"[1, 2, 4, 8, 9, 10, 11, 14, 15, 16, 17, 19, 20, 22, 25]",0
1327,780,"[3, 6, 7, 8, 10, 13, 15, 16, 17, 18, 19, 20, 21, 24, 25]",2
1328,779,"[4, 5, 8, 9, 11, 12, 13, 14, 16, 17, 19, 20, 21, 22, 23]",3
1329,778,"[2, 5, 6, 7, 9, 10, 11, 13, 15, 16, 19, 20, 22, 24, 25]",8
1330,777,"[2, 3, 6, 9, 11, 12, 13, 14, 15, 16, 20, 21, 23, 24, 25]",1
1331,776,"[1, 2, 3, 4, 10, 11, 12, 13, 14, 18, 19, 20, 22, 23, 24]",5
1332,775,"[2, 3, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19, 20]",20
1333,774,"[1, 3, 4, 5, 6, 8, 9, 11, 12, 14, 15, 18, 19, 22, 25]",1
1334,773,"[2, 5, 6, 7, 8, 10, 11, 13, 15, 17, 18, 20, 22, 24, 25]",12
1335,772,"[2, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 20, 23, 24, 25]",1
1336,771,"[2, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 20, 22, 23, 25]",1
1337,770,"[1, 3, 4, 5, 6, 9, 11, 12, 16, 17, 18, 21, 22, 24, 25]",4
1338,769,"[3, 4, 5, 7, 10, 11, 13, 15, 16, 17, 19, 20, 22, 23, 25]",5
1339,768,"[1, 3, 5, 6, 11, 12, 13, 14, 15, 17, 19, 20, 23, 24, 25]",4
1340,767,"[1, 3, 4, 5, 7, 8, 10, 11, 12, 15, 17, 19, 22, 23, 24]",8
1341,766,"[1, 3, 5, 6, 7, 9, 12, 13, 14, 15, 16, 18, 21, 24, 25]",5
1342,765,"[1, 2, 3, 7, 8, 9, 10, 12, 13, 14, 18, 20, 23, 24, 25]",8
1343,764,"[1, 3, 4, 6, 8, 9, 11, 12, 14, 16, 17, 19, 23, 24, 25]",16
1344,763,"[1, 2, 3, 4, 6, 7, 13, 14, 16, 17, 18, 21, 22, 24, 25]",3
1345,762,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 17, 21, 22]",2
1346,761,"[1, 4, 5, 6, 10, 11, 12, 13, 14, 15, 16, 19, 20, 22, 24]",1
1347,760,"[1, 2, 3, 7, 9, 10, 11, 12, 13, 15, 16, 17, 23, 24, 25]",9
1348,759,"[2, 5, 7, 8, 9, 10, 15, 16, 17, 18, 19, 20, 23, 24, 25]",2
1349,758,"[1, 2, 4, 5, 6, 11, 12, 15, 16, 17, 18, 20, 23, 24, 25]",3
1350,757,"[1, 3, 4, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20, 21, 23]",5
1351,756,"[3, 5, 6, 7, 8, 10, 13, 14, 15, 16, 17, 20, 22, 23, 25]",3
1352,755,"[1, 2, 3, 5, 7, 8, 10, 11, 12, 13, 14, 16, 17, 24, 25]",2
1353,754,"[1, 4, 5, 7, 13, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25]",3
1354,753,"[1, 3, 4, 5, 6, 7, 8, 11, 13, 14, 17, 20, 21, 22, 25]",6
1355,752,"[1, 4, 5, 6, 7, 8, 12, 13, 14, 16, 18, 19, 21, 24, 25]",7
1356,751,"[3, 5, 6, 8, 9, 12, 13, 14, 16, 17, 19, 20, 21, 22, 23]",7
1357,750,"[2, 3, 4, 5, 7, 9, 10, 11, 13, 15, 19, 20, 21, 24, 25]",8
1358,749,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 15, 18, 19, 22, 24]",1
1359,748,"[1, 3, 4, 5, 6, 8, 9, 10, 12, 15, 17, 18, 20, 21, 23]",4
1360,747,"[1, 2, 3, 4, 6, 7, 10, 12, 13, 15, 16, 17, 20, 23, 24]",0
1361,746,"[2, 3, 4, 5, 8, 9, 10, 16, 17, 18, 19, 20, 21, 24, 25]",3
1362,745,"[1, 3, 6, 7, 8, 9, 11, 12, 13, 16, 17, 20, 22, 24, 25]",3
1363,744,"[1, 3, 4, 6, 7, 9, 10, 11, 12, 13, 15, 16, 19, 23, 24]",2
1364,743,"[1, 2, 3, 6, 9, 10, 11, 12, 14, 15, 17, 21, 22, 23, 24]",1
1365,742,"[1, 3, 5, 6, 7, 8, 9, 11, 13, 14, 15, 19, 20, 21, 23]",4
1366,741,"[2, 3, 5, 7, 10, 11, 12, 13, 14, 16, 17, 18, 21, 24, 25]",2
1367,740,"[1, 4, 5, 9, 10, 11, 12, 13, 14, 19, 21, 22, 23, 24, 25]",1
1368,739,"[2, 3, 4, 8, 9, 10, 11, 14, 17, 20, 21, 22, 23, 24, 25]",4
1369,738,"[2, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19, 20, 23, 24, 25]",1
1370,737,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 14, 16, 17, 18, 22, 25]",1
1371,736,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 15, 16, 17, 19, 21, 23]",1
1372,735,"[5, 6, 8, 10, 11, 12, 13, 14, 17, 19, 20, 21, 22, 24, 25]",2
1373,734,"[2, 3, 6, 8, 9, 10, 13, 15, 17, 18, 19, 20, 21, 23, 24]",7
1374,733,"[1, 4, 5, 6, 7, 8, 11, 12, 14, 16, 18, 19, 20, 22, 24]",4
1375,732,"[1, 4, 8, 9, 10, 11, 13, 14, 17, 20, 21, 22, 23, 24, 25]",2
1376,731,"[3, 4, 6, 7, 8, 11, 12, 14, 15, 17, 18, 19, 21, 22, 24]",8
1377,730,"[1, 3, 4, 8, 11, 12, 14, 16, 18, 19, 20, 21, 22, 24, 25]",2
1378,729,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 14, 15, 17, 22, 23, 25]",0
1379,728,"[3, 4, 6, 7, 8, 10, 11, 13, 16, 19, 20, 21, 22, 23, 25]",2
1380,727,"[3, 4, 6, 7, 8, 9, 11, 16, 18, 20, 21, 22, 23, 24, 25]",2
1381,726,"[1, 2, 4, 7, 9, 10, 11, 13, 14, 15, 16, 20, 21, 24, 25]",2
1382,725,"[1, 5, 6, 7, 9, 10, 12, 13, 15, 16, 17, 18, 21, 24, 25]",1
1383,724,"[1, 3, 5, 6, 7, 10, 12, 14, 15, 18, 19, 20, 23, 24, 25]",8
1384,723,"[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 18, 20, 24]",2
1385,722,"[1, 3, 5, 6, 7, 8, 10, 13, 14, 16, 17, 19, 20, 23, 24]",5
1386,721,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 19, 21]",2
1387,720,"[4, 7, 9, 10, 11, 12, 13, 16, 17, 18, 20, 21, 23, 24, 25]",2
1388,719,"[2, 7, 8, 9, 10, 11, 13, 15, 16, 18, 19, 22, 23, 24, 25]",2
1389,718,"[3, 4, 7, 9, 11, 13, 14, 15, 17, 19, 21, 22, 23, 24, 25]",10
1390,717,"[1, 2, 3, 5, 7, 8, 9, 11, 14, 16, 18, 20, 21, 23, 25]",9
1391,716,"[1, 3, 5, 7, 8, 11, 12, 14, 15, 16, 18, 20, 21, 23, 25]",15
1392,715,"[1, 3, 5, 8, 10, 11, 13, 14, 15, 18, 20, 22, 23, 24, 25]",6
1393,714,"[4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 21, 22]",3
1394,713,"[2, 3, 4, 5, 6, 11, 13, 14, 15, 19, 21, 22, 23, 24, 25]",2
1395,712,"[1, 4, 8, 9, 12, 14, 15, 16, 17, 18, 20, 21, 22, 23, 25]",1
1396,711,"[1, 2, 4, 5, 6, 7, 10, 12, 13, 15, 16, 18, 21, 22, 24]",5
1397,710,"[2, 3, 4, 6, 12, 14, 15, 17, 18, 19, 20, 21, 22, 24, 25]",2
1398,709,"[1, 3, 6, 7, 8, 11, 12, 14, 15, 16, 18, 19, 20, 22, 23]",4
1399,708,"[1, 2, 3, 4, 5, 6, 9, 11, 14, 16, 19, 21, 22, 24, 25]",5
1400,707,"[3, 4, 6, 7, 8, 11, 12, 14, 15, 16, 17, 20, 21, 24, 25]",3
1401,706,"[1, 2, 3, 4, 6, 8, 12, 13, 16, 18, 19, 21, 22, 24, 25]",4
1402,705,"[3, 4, 6, 7, 8, 9, 11, 12, 14, 15, 16, 20, 21, 22, 25]",2
1403,704,"[2, 3, 5, 6, 8, 10, 11, 13, 14, 15, 16, 17, 22, 23, 24]",6
1404,703,"[2, 5, 8, 10, 11, 14, 15, 17, 18, 20, 21, 22, 23, 24, 25]",6
1405,702,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 20, 23, 25]",10
1406,701,"[3, 4, 8, 10, 12, 13, 14, 16, 17, 19, 20, 21, 22, 23, 25]",3
1407,700,"[1, 2, 6, 7, 8, 9, 10, 13, 14, 16, 18, 19, 21, 22, 25]",0
1408,699,"[2, 3, 4, 6, 8, 9, 10, 15, 16, 18, 19, 21, 22, 23, 25]",1
1409,698,"[2, 3, 4, 6, 7, 9, 10, 12, 14, 15, 18, 20, 21, 22, 24]",8
1410,697,"[1, 2, 3, 7, 8, 11, 14, 15, 16, 18, 19, 22, 23, 24, 25]",5
1411,696,"[1, 4, 5, 7, 9, 10, 11, 13, 14, 15, 16, 20, 21, 22, 24]",4
1412,695,"[2, 3, 4, 5, 11, 13, 14, 17, 18, 19, 20, 21, 22, 24, 25]",1
1413,694,"[1, 3, 6, 8, 9, 10, 11, 14, 15, 16, 18, 19, 20, 21, 24]",2
1414,693,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 14, 16, 17, 19, 21, 22]",1
1415,692,"[1, 2, 4, 6, 7, 10, 11, 12, 17, 18, 19, 21, 22, 23, 24]",7
1416,691,"[1, 2, 3, 6, 7, 8, 9, 11, 13, 17, 18, 19, 20, 22, 23]",3
1417,690,"[1, 2, 3, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 24, 25]",13
1418,689,"[2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 15, 17, 22, 23, 24]",5
1419,688,"[1, 2, 3, 4, 7, 9, 11, 12, 14, 16, 19, 21, 22, 23, 24]",3
1420,687,"[1, 2, 3, 4, 6, 9, 12, 13, 15, 18, 19, 20, 23, 24, 25]",3
1421,686,"[1, 3, 4, 6, 7, 10, 12, 13, 16, 19, 20, 22, 23, 24, 25]",8
1422,685,"[1, 3, 4, 9, 12, 13, 15, 17, 19, 20, 21, 22, 23, 24, 25]",6
1423,684,"[1, 4, 5, 8, 10, 11, 12, 13, 14, 16, 20, 21, 22, 24, 25]",2
1424,683,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 23, 24]",3
1425,682,"[1, 2, 4, 5, 6, 7, 8, 11, 14, 17, 18, 19, 22, 24, 25]",5
1426,681,"[2, 3, 4, 6, 7, 8, 10, 11, 12, 14, 15, 16, 18, 19, 23]",11
1427,680,"[3, 4, 6, 7, 8, 9, 12, 13, 14, 16, 18, 19, 20, 21, 22]",6
1428,679,"[2, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22]",3
1429,678,"[2, 3, 5, 7, 9, 10, 12, 15, 18, 19, 20, 21, 23, 24, 25]",7
1430,677,"[1, 2, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 19, 23, 25]",4
1431,676,"[2, 4, 5, 6, 8, 10, 12, 13, 15, 16, 19, 20, 21, 24, 25]",27
1432,675,"[2, 3, 4, 5, 7, 10, 11, 13, 14, 15, 16, 17, 22, 23, 24]",0
1433,674,"[2, 3, 8, 10, 11, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25]",3
1434,673,"[2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20]",6
1435,672,"[1, 2, 4, 6, 9, 10, 11, 12, 15, 17, 19, 21, 23, 24, 25]",18
1436,671,"[4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 18, 19, 20, 22, 24]",5
1437,670,"[1, 7, 8, 10, 12, 13, 14, 15, 17, 18, 20, 21, 22, 23, 25]",1
1438,669,"[2, 4, 5, 6, 12, 13, 15, 16, 17, 18, 19, 22, 23, 24, 25]",3
1439,668,"[1, 2, 7, 9, 10, 11, 12, 13, 15, 16, 17, 20, 23, 24, 25]",0
1440,667,"[3, 4, 5, 6, 8, 10, 13, 15, 17, 18, 19, 20, 21, 24, 25]",0
1441,666,"[1, 2, 4, 6, 7, 11, 12, 14, 15, 16, 18, 20, 21, 24, 25]",3
1442,665,"[2, 3, 6, 7, 12, 13, 14, 15, 17, 18, 20, 21, 22, 24, 25]",4
1443,664,"[1, 3, 4, 7, 10, 13, 14, 15, 16, 17, 18, 20, 21, 23, 24]",3
1444,663,"[2, 4, 5, 6, 7, 9, 11, 13, 16, 17, 19, 21, 22, 23, 24]",8
1445,662,"[1, 2, 3, 6, 7, 8, 9, 11, 13, 14, 15, 16, 19, 20, 22]",8
1446,661,"[1, 3, 6, 7, 10, 11, 12, 15, 17, 18, 19, 20, 22, 23, 24]",0
1447,660,"[3, 4, 5, 6, 7, 8, 9, 12, 14, 15, 16, 17, 19, 24, 25]",0
1448,659,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 15, 19, 20, 23, 24]",6
1449,658,"[1, 4, 5, 6, 7, 9, 10, 11, 14, 15, 17, 21, 23, 24, 25]",0
1450,657,"[2, 3, 4, 5, 6, 8, 10, 12, 13, 15, 17, 19, 23, 24, 25]",9
1451,656,"[2, 3, 5, 7, 8, 9, 11, 13, 14, 15, 18, 20, 22, 23, 25]",11
1452,655,"[2, 5, 7, 8, 10, 11, 13, 14, 15, 19, 20, 21, 23, 24, 25]",1
1453,654,"[1, 2, 3, 7, 12, 13, 14, 16, 17, 18, 19, 20, 22, 23, 25]",2
1454,653,"[1, 2, 3, 7, 8, 12, 13, 14, 16, 17, 19, 20, 21, 22, 23]",5
1455,652,"[2, 5, 7, 9, 10, 11, 13, 14, 16, 17, 18, 19, 20, 21, 23]",8
1456,651,"[1, 4, 5, 6, 8, 10, 13, 14, 15, 17, 18, 19, 20, 24, 25]",6
1457,650,"[1, 3, 7, 8, 10, 13, 14, 16, 17, 19, 20, 21, 23, 24, 25]",7
1458,649,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 14, 15, 17, 21, 22, 24]",2
1459,648,"[2, 4, 6, 8, 9, 10, 11, 13, 15, 16, 18, 19, 20, 21, 22]",11
1460,647,"[4, 6, 7, 8, 9, 11, 13, 14, 17, 18, 19, 20, 22, 23, 25]",3
1461,646,"[1, 3, 5, 6, 9, 10, 14, 15, 17, 18, 19, 20, 21, 23, 25]",0
1462,645,"[4, 5, 8, 9, 10, 11, 13, 16, 18, 19, 20, 21, 22, 23, 25]",4
1463,644,"[2, 3, 5, 6, 7, 8, 9, 12, 13, 14, 15, 18, 21, 22, 24]",2
1464,643,"[1, 2, 4, 7, 8, 9, 10, 13, 16, 17, 19, 21, 22, 23, 24]",3
1465,642,"[1, 2, 4, 5, 8, 10, 11, 12, 13, 18, 19, 20, 21, 22, 25]",4
1466,641,"[1, 2, 4, 5, 8, 10, 11, 12, 13, 18, 19, 20, 21, 22, 25]",4
1467,640,"[2, 3, 6, 7, 8, 9, 11, 13, 16, 18, 19, 20, 21, 22, 24]",1
1468,639,"[1, 3, 4, 5, 9, 11, 13, 14, 16, 18, 19, 20, 21, 22, 23]",2
1469,638,"[1, 2, 3, 4, 9, 11, 13, 14, 16, 18, 19, 21, 23, 24, 25]",2
1470,637,"[2, 4, 6, 7, 9, 13, 16, 17, 18, 19, 20, 21, 22, 23, 25]",2
1471,636,"[1, 2, 3, 4, 6, 10, 12, 13, 14, 16, 19, 20, 21, 23, 25]",3
1472,635,"[1, 4, 5, 6, 7, 8, 9, 11, 12, 13, 18, 19, 20, 22, 24]",2
1473,634,"[2, 3, 4, 5, 9, 10, 11, 12, 14, 15, 18, 19, 20, 21, 22]",3
1474,633,"[2, 3, 6, 7, 8, 9, 10, 12, 18, 20, 21, 22, 23, 24, 25]",2
1475,632,"[1, 4, 6, 8, 10, 11, 13, 14, 16, 17, 20, 21, 22, 24, 25]",4
1476,631,"[2, 3, 5, 7, 8, 9, 10, 13, 14, 16, 17, 18, 19, 20, 21]",3
1477,630,"[1, 2, 4, 6, 7, 12, 13, 14, 17, 18, 20, 22, 23, 24, 25]",2
1478,629,"[1, 2, 4, 5, 6, 7, 9, 12, 14, 15, 17, 19, 21, 22, 25]",8
1479,628,"[2, 3, 4, 7, 8, 9, 10, 11, 13, 15, 18, 19, 22, 23, 25]",4
1480,627,"[1, 2, 3, 4, 6, 10, 12, 14, 15, 17, 21, 22, 23, 24, 25]",4
1481,626,"[1, 2, 3, 4, 5, 7, 8, 9, 11, 13, 17, 19, 21, 23, 24]",5
1482,625,"[1, 2, 3, 6, 8, 10, 11, 13, 14, 15, 16, 17, 22, 23, 24]",3
1483,624,"[1, 2, 4, 5, 6, 7, 9, 11, 12, 16, 17, 18, 20, 21, 24]",6
1484,623,"[1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 15, 20, 22, 23, 25]",2
1485,622,"[2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 15, 17, 18, 21]",5
1486,621,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 15, 16, 20, 22, 24, 25]",3
1487,620,"[1, 5, 6, 7, 10, 11, 12, 14, 15, 16, 18, 19, 20, 21, 22]",3
1488,619,"[1, 3, 4, 7, 8, 9, 13, 14, 17, 18, 19, 20, 21, 23, 25]",6
1489,618,"[1, 2, 4, 5, 6, 7, 9, 12, 13, 17, 19, 20, 21, 22, 24]",6
1490,617,"[1, 2, 3, 4, 5, 7, 10, 14, 15, 16, 19, 21, 22, 24, 25]",0
1491,616,"[1, 2, 6, 9, 10, 12, 15, 16, 17, 18, 19, 21, 22, 24, 25]",2
1492,615,"[1, 2, 4, 7, 8, 11, 12, 17, 19, 20, 21, 22, 23, 24, 25]",0
1493,614,"[1, 5, 6, 7, 9, 11, 12, 13, 16, 17, 18, 19, 20, 22, 23]",1
1494,613,"[2, 5, 6, 7, 10, 11, 12, 13, 14, 16, 17, 20, 22, 23, 25]",1
1495,612,"[1, 2, 3, 6, 7, 9, 10, 13, 15, 16, 17, 18, 19, 23, 25]",3
1496,611,"[2, 3, 4, 5, 6, 8, 9, 13, 14, 16, 18, 19, 20, 21, 23]",2
1497,610,"[1, 2, 4, 6, 7, 8, 10, 12, 13, 14, 15, 16, 21, 22, 25]",2
1498,609,"[1, 2, 4, 7, 9, 10, 11, 12, 14, 15, 16, 19, 20, 23, 25]",2
1499,608,"[1, 2, 3, 5, 7, 8, 10, 13, 14, 16, 17, 18, 19, 23, 25]",3
1500,607,"[3, 5, 7, 9, 12, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25]",3
1501,606,"[2, 3, 6, 7, 8, 10, 12, 14, 15, 16, 18, 22, 23, 24, 25]",2
1502,605,"[2, 3, 4, 5, 7, 10, 11, 13, 14, 16, 17, 18, 21, 23, 25]",2
1503,604,"[1, 2, 6, 7, 9, 12, 13, 14, 15, 18, 19, 20, 22, 24, 25]",3
1504,603,"[2, 4, 5, 6, 8, 10, 12, 13, 15, 16, 19, 20, 21, 22, 23]",9
1505,602,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 18, 22, 23, 25]",3
1506,601,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 18, 22, 23, 25]",3
1507,600,"[1, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 19, 20, 25]",1
1508,599,"[2, 4, 5, 6, 7, 9, 12, 13, 16, 18, 20, 21, 22, 23, 24]",2
1509,598,"[1, 3, 4, 5, 7, 11, 12, 14, 15, 18, 19, 20, 21, 22, 25]",2
1510,597,"[1, 2, 3, 5, 8, 9, 10, 11, 14, 16, 17, 18, 22, 24, 25]",5
1511,596,"[2, 3, 7, 8, 9, 10, 11, 12, 17, 18, 19, 20, 22, 23, 25]",7
1512,595,"[1, 5, 6, 7, 8, 9, 10, 11, 12, 15, 17, 19, 21, 24, 25]",3
1513,594,"[2, 3, 6, 7, 9, 10, 11, 13, 14, 15, 16, 18, 20, 23, 25]",4
1514,593,"[1, 3, 4, 5, 6, 9, 10, 11, 13, 14, 15, 20, 23, 24, 25]",4
1515,592,"[1, 3, 5, 6, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 22]",0
1516,591,"[1, 2, 4, 7, 8, 10, 11, 14, 15, 16, 17, 19, 20, 21, 23]",3
1517,590,"[1, 3, 4, 6, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 21]",2
1518,589,"[2, 3, 4, 6, 8, 9, 10, 12, 13, 20, 21, 22, 23, 24, 25]",3
1519,588,"[1, 4, 5, 7, 11, 12, 13, 14, 17, 18, 19, 20, 23, 24, 25]",2
1520,587,"[1, 4, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 23]",4
1521,586,"[2, 3, 4, 6, 7, 8, 11, 12, 16, 17, 18, 19, 22, 24, 25]",7
1522,585,"[1, 5, 7, 8, 9, 10, 13, 14, 15, 16, 17, 18, 20, 23, 24]",3
1523,584,"[2, 3, 5, 6, 7, 8, 10, 11, 14, 15, 19, 20, 21, 22, 23]",3
1524,583,"[1, 3, 4, 7, 8, 9, 11, 14, 16, 17, 18, 19, 21, 23, 24]",1
1525,582,"[3, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 21, 23, 25]",5
1526,581,"[2, 4, 6, 9, 11, 12, 13, 14, 15, 17, 18, 19, 21, 23, 25]",8
1527,580,"[1, 4, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17, 21, 24, 25]",4
1528,579,"[1, 3, 5, 6, 7, 8, 10, 12, 13, 14, 17, 19, 20, 21, 24]",4
1529,578,"[1, 4, 6, 7, 8, 10, 12, 13, 14, 15, 16, 19, 21, 22, 23]",2
1530,577,"[1, 2, 3, 4, 5, 8, 10, 12, 15, 16, 18, 19, 21, 22, 23]",2
1531,576,"[6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 21, 23, 25]",2
1532,575,"[3, 5, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 21, 22, 24]",3
1533,574,"[1, 5, 6, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 25]",2
1534,573,"[1, 2, 3, 7, 10, 11, 12, 14, 16, 18, 20, 22, 23, 24, 25]",10
1535,572,"[2, 5, 6, 8, 9, 10, 13, 14, 15, 16, 17, 19, 21, 22, 24]",8
1536,571,"[3, 4, 5, 6, 7, 11, 12, 15, 16, 18, 19, 20, 21, 24, 25]",1
1537,570,"[1, 2, 3, 4, 5, 10, 12, 14, 15, 18, 19, 20, 21, 22, 23]",5
1538,569,"[1, 2, 6, 7, 8, 12, 13, 16, 17, 18, 19, 20, 22, 24, 25]",3
1539,568,"[1, 2, 4, 5, 6, 7, 8, 9, 13, 15, 16, 17, 18, 20, 21]",2
1540,567,"[1, 2, 5, 7, 8, 9, 10, 12, 13, 14, 15, 17, 21, 24, 25]",1
1541,566,"[1, 3, 4, 5, 7, 9, 10, 11, 14, 15, 16, 17, 19, 20, 21]",1
1542,565,"[1, 4, 6, 7, 9, 10, 12, 15, 17, 18, 19, 20, 21, 23, 24]",4
1543,564,"[1, 2, 3, 4, 7, 9, 12, 14, 15, 17, 19, 20, 21, 23, 24]",6
1544,563,"[1, 3, 4, 5, 6, 7, 9, 11, 12, 16, 19, 20, 22, 23, 24]",1
1545,562,"[1, 2, 3, 5, 7, 8, 13, 14, 16, 18, 19, 20, 21, 22, 24]",0
1546,561,"[2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 15, 17, 18, 20, 21]",2
